"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"342 Alta Pine Drive",342,"Alta Pine Drive",,No,,Altadena,QUVI,"Southern Live oak",,,,8.7,,,,8/11/2025,,,8.13,6-12in,2.6,7.7,,,,,,,Fagaceae,,Quercus,0101000020110F000040B5BBF65C1569C11AD74AC1F3F14E41,,,,,,Yes,N/A,2.8,,,,,,,,,,10/9/2025,Marian,,"Quercus virginiana",34.202605224134,,-118.13700922182,,,,,,,,,,1,,,,,,,,,60859,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"342 Alta Pine Drive",342,"Alta Pine Drive",,No,,Altadena,PI2,Pine,Good,,,,,,,8/11/2025,,,24.6,24-30in,,,,,,,,23,,,Pinus,0101000020110F00004357A1495C1569C180D8AC0AF2F14E41,,,,,,Yes,N/A,9,,,,,,,,,9/4/2025,10/9/2025,Marian,,"Pinus  species",34.202579765277,,-118.13696062774,,,,,,,,32,,1,,,,,image.jpg_pg_68b9d9625779a.jpg,,,,60858,"Altadena Tree Protection: Properties Served",,,,25,Alive,,,,,,,,"333 gallon ",,1,,,,,,Charlotte,,,17,
,,,,"342 Alta Pine Drive",342,"Alta Pine Drive",,No,,Altadena,N/A,"*Unknown Species",,,,13.6,,,,8/11/2025,,,15.7,12-18in,8.5,6.6,6.6,6.6,6.6,,,,,,N/A,0101000020110F0000C9B0FF4A5A1569C15D30263C03F24E41,,,,,,No,N/A,3.3,,,,,,,,,,10/9/2025,Marian,,"*Unknown Species",34.202835241703,,-118.13681728148,,,,,,,,,,1,,,,,,,,,60857,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"369 East Mendocino Street",369,"East Mendocino Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000FCFF45899C1569C19101F13D68EE4E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/9/2025,Marian,9/25/2025,,34.189119296837,,-118.14157786814,,,,,,,,,,1,,,,,,,,,60853,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"1059 Beverly Way",1059,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C945BE45EB1469C1E135E467DEED4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/9/2025,Marian,10/2/2025,,34.187070820287,,-118.1288387664,,,,,,,,,,1,,,,,,,,,60852,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"2974 North Raymond Avenue",2974,"North Raymond Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005E6AD8BBA01569C1D8A84763E0EF4E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/9/2025,Marian,8/20/2025,,34.19470920315,,-118.14187952576,,,,,,,,,,1,,,,,,,,,60851,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"3130 North Marengo Avenue",3130,"North Marengo Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009A5759FF5E1569C1D0440CDCADF04E41,,,,,,No,N/A,,,,,,,,,,8/29/2025,10/9/2025,Marian,8/29/2025,,34.197762563865,,-118.13715537091,,,,,,,,,,1,,,,,,,,,60850,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"370 Mountain View Street",370,"Mountain View Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009B510DA1831669C11667A9826FEE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/9/2025,Marian,9/17/2025,,34.189227316669,,-118.1581854098,,,,,,,,,,1,,,,,,,,,60849,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Charlotte,,,,
,,,,"1560 Homewood Drive",1560,"Homewood Drive",,No,,Altadena,,"Property - Visited",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E01F562C5D1469C12E35360751EE4E41,,,,,,No,N/A,,,,,,,,,,8/7/2025,10/9/2025,Marian,8/7/2025,,34.188774304426,,-118.11862677248,,,,,,,,,,1,,,,,,,,,60847,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Fire Hydrant adjacent to property ",,1,,,,,,Charlotte,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007076B8EDD61469C1BA23A0278FF14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.201110379207,,-118.12737675191,,,,,,,,,,1,,,,,1000000066.jpg_pg_689a4350d5795.jpg,,,,60846,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,,Orange,,,,31.5,,,,8/11/2025,,,27.28,24-30in,11,8.1,22,5.9,4,4.8,,,,,,0101000020110F000078A11426D71469C1D80423BC8FF14E41,,,,,,No,N/A,3,,,,,,,,,9/24/2025,10/9/2025,Marian,,"Citrus x sinensis",34.201118999464,,-118.12739257349,,,,,,,,,,1,,,,,,,,,60845,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,LASP,"Giant crape myrtle",,,,26.9,,,,8/11/2025,,,12.6,12-18in,5.6,4.3,7.7,2.4,4.1,5.2,,,Lythraceae,,,0101000020110F0000BB97688BD71469C1907DBAD693F14E41,,,,,,Yes,N/A,3,,,,,,,,,9/24/2025,10/9/2025,Marian,,"Lagerstroemia speciosa",34.201179980484,,-118.12742101864,,,,,,,,,,1,,,,,,,,,60844,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1077 Alta Pine Drive",1077,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002D782160CD1469C19F061964A4F14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.201425935815,,-118.12669021731,,,,,,,,,,1,,,,,,,,,60843,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009E3CBDA4D71469C1B718539B93F14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.201176532419,,-118.12742812955,,,,,,,,,,1,,,,,,,,,60842,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,LASP,"Giant crape myrtle",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,Lythraceae,,,0101000020110F0000830C092CD71469C1BFE1F0C998F14E41,,,,,,No,N/A,,,,,,,,,,9/24/2025,10/9/2025,Marian,,"Lagerstroemia speciosa",34.201253535079,,-118.12739424513,,,,,,,,,,1,,,,,,,,,60840,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,,,,,,44.2,,,,8/11/2025,,,42.3,>30in,,,,,,,,,,,,0101000020110F00000EBA494AD71469C1A42EC41E99F14E41,,,,,,No,N/A,16,,,,,,,,,,10/9/2025,Marian,,,34.201258458716,,-118.12740273776,,,,,,,,,,1,,,,,1000000065.jpg_pg_689a40d42c58f.jpg,,,,60839,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,FRVE,"Velvet ash",,,,,,,,8/11/2025,,,,N/A,,,,,,,,,Oleaceae,,Fraxinus,0101000020110F000045BCAB90DA1469C176B506BF93F14E41,,,,,,No,N/A,,,,,,,,,,9/24/2025,10/9/2025,Marian,,"Fraxinus velutina",34.201178604699,,-118.12763809155,,,,,,,,,,1,,,,,,,,,60836,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1067 Alta Pine Drive",1067,"Alta Pine Drive",,No,,Altadena,,,,,,34.5,,,,8/11/2025,,,29,24-30in,,,,,,,,,,,,0101000020110F0000784795EDDA1469C1B79E58A994F14E41,,,,,,No,N/A,5.5,,,,,,,,,,10/9/2025,Marian,,,34.201192205667,,-118.12766417422,,,,,,,,,,1,,,,,,,,,60835,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1021 Mount Curve Avenue East",1021,"Mount Curve Avenue East",,No,,Altadena,CEDE,"Deodar Cedar",,,,36.3,,,,8/11/2025,,,27.3,24-30in,,,,,,,,,Pinaceae,,Cedrus,0101000020110F0000A8E0174AE51469C1733D8B7B76F14E41,,,,,,Yes,N/A,10,,,,,,,,,,10/9/2025,Marian,,"Cedrus deodara",34.200743764739,,-118.12840879622,,,,,,,,,,1,,,,,1000000064.jpg_pg_689a3e679de5e.jpg,,,,60834,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"414 East Loma Alta Drive",414,"East Loma Alta Drive",,No,,Altadena,,Pomegranate,,,,17.1,,,,8/11/2025,8/11/2025,,3.47,3-6in,1.8,1.5,1.2,1.3,1.4,1.2,,,,,,0101000020110F0000A189D1AA3D1569C110B58ED720F24E41,,,,,,No,N/A,0.2,,,,,,,,,,10/9/2025,Marian,,"Punica granatum",34.203275174361,,-118.13476008887,,,,,,,,,,1,,,,,1000000062.jpg_pg_689a39fece02f.jpg,,,,60833,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"398 East Loma Alta Drive",398,"East Loma Alta Drive",,No,,Altadena,JAMI,Jacaranda,,,,8.7,,,,8/11/2025,8/11/2025,,3,3-6in,2,2,1,,,,,,Bignoniaceae,,Jacaranda,0101000020110F0000A88E10B93E1569C16421259E21F24E41,,,,,,Yes,N/A,4.5,,,,,,,,,,10/9/2025,Marian,,"Jacaranda mimosifolia",34.203286700977,,-118.13483595333,,,,,,,,,,1,,,,,1000000061.jpg_pg_689a3994aebeb.jpg,,,,60832,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"398 East Loma Alta Drive",398,"East Loma Alta Drive",,No,,Altadena,JAMI,Jacaranda,,,,11.9,,,,8/11/2025,8/11/2025,,2.9,0-3in,1.9,1.9,1.1,,,,,,Bignoniaceae,,Jacaranda,0101000020110F0000C53327D43E1569C135792F3A20F24E41,,,,,,Yes,N/A,6,,,,,,,,,,10/9/2025,Marian,,"Jacaranda mimosifolia",34.203266040019,,-118.13484355769,,,,,,,,,,1,,,,,1000000060.jpg_pg_689a38eac5bf7.jpg,,,,60831,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"398 East Loma Alta Drive",398,"East Loma Alta Drive",,No,,Altadena,JUCA,"California Black Walnut",,,,28.5,,,,8/11/2025,8/11/2025,,9.9,6-12in,,,,,,,,,,,Juglans,0101000020110F0000817280683F1569C1C8E5246720F24E41,,,,,,Yes,N/A,1.5,,,,,,,,,,10/9/2025,Marian,,"Juglans californica",34.203268649555,,-118.13488520264,,,,,,,,,,1,,,,,1000000059.jpg_pg_689a385f7ae89.jpg,,,,60830,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,CISP,Citrus,,,,,,,,8/11/2025,8/18/2025,,3.46,3-6in,1,1,2,2,1,1,,,,,Citrus,0101000020110F00007412DBC6401569C10205CE911EF24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Citrus  species",34.203241407689,,-118.13498355525,,,,,,,,,,1,,,,,1000000058.jpg_pg_689a370986ffa.jpg,,,,60829,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,PR,Plum,,,,9.1,,,,8/11/2025,8/11/2025,,4.77,3-6in,2.4,2.6,3.2,,,,,,,,Prunus,0101000020110F0000E595B38B401569C1282BDCA11EF24E41,,,,,,Yes,N/A,1.9,,,,,,,,,,10/9/2025,Marian,,"Prunus  species",34.203242339585,,-118.13496694926,,,,,,,,,,1,,,,,1000000057.jpg_pg_689a365834c01.jpg,,,,60828,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,PRCE,"Cherry plum",,,,13,,,,8/11/2025,8/11/2025,,5.44,3-6in,3.4,1.9,3.4,1.7,,,,,Rosaceae,,Prunus,0101000020110F00003C50D689401569C18DCB2A3C1EF24E41,,,,,,Yes,N/A,1,,,,,,,,,,10/9/2025,Marian,,"Prunus cerasifera",34.203236437025,,-118.1349664259,,,,,,,,,,1,,,,,1000000056.jpg_pg_689a35963499b.jpg,,,,60827,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,PHDA4,"Date palm",,,,19.2,,,,8/11/2025,8/11/2025,,16.8,12-18in,,,,,,,,,Arecaceae,,Phoenix,0101000020110F0000250CA04B401569C10D8E03281EF24E41,,,,,,Yes,N/A,4,,,,,,,,,,10/9/2025,Marian,,"Phoenix dactylifera",34.203235267268,,-118.13494896153,,,,,,,,,,1,,,,,1000000055.jpg_pg_689a35017b9bd.jpg,,,,60826,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,PRPE2,Peach,,,,14,,,,8/11/2025,8/11/2025,,3.67,3-6in,1.8,2.5,2,,,,,,Rosaceae,,Prunus,0101000020110F0000FB9D543F3F1569C12A9467E81CF24E41,,,,,,Yes,N/A,3,,,,,,,,,,10/9/2025,Marian,,"Prunus persica",34.203216716179,,-118.13487364491,,,,,,,,,,1,,,,,1000000054.jpg_pg_689a3458b77f1.jpg,,,,60825,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,CILI,Lemon,,,,12.9,,,,8/11/2025,8/11/2025,,3.91,3-6in,3,2.5,,,,,,,Rutaceae,,,0101000020110F0000FD74449E3F1569C10A4D41011CF24E41,,,,,,Yes,N/A,3.5,,,,,,,,,,10/9/2025,Marian,,"Citrus limon",34.203203299559,,-118.13490029593,,,,,,,,,,1,,,,,1000000053.jpg_pg_689a33ac660de.jpg,,,,60824,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,,Lime,,,,13.2,,,,8/11/2025,8/11/2025,,5.59,3-6in,3,4,2.5,,,,,,,,,0101000020110F00006CD45401401569C1703D82851AF24E41,,,,,,No,N/A,3.2,,,,,,,,,,10/9/2025,Marian,,"Citrus aurantiifolia",34.203181257926,,-118.13492810551,,,,,,,,,,1,,,,,1000000052.jpg_pg_689a32fbb43fd.jpg,,,,60822,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,"PES OTHER","*Palm Evergreen Small",,,,12.7,,,,8/11/2025,8/11/2025,,12.9,12-18in,,,,,,,,,,,Palm,0101000020110F000001A896F43F1569C1F7639F871BF24E41,,,,,,No,N/A,17,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Small",34.203196239641,,-118.13492452829,,,,,,,,,,1,,,,,1000000051.jpg_pg_689a326b9433a.jpg,,,,60821,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PEL OTHER","*Palm Evergreen Large",,,,14.8,,,,8/11/2025,8/11/2025,,12,12-18in,,,,,,,,,,,Palm,0101000020110F0000C0A0CCBD411569C1696270541EF24E41,,,,,,No,N/A,20,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Large",34.203237845835,,-118.13505287812,,,,,,,,,,1,,,,,1000000050.jpg_pg_689a31b63fae5.jpg,,,,60820,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PEM OTHER","*Palm Evergreen Medium",,,,13,,,,8/11/2025,8/11/2025,,10.5,6-12in,,,,,,,,,,,Palm,0101000020110F0000D831C66F411569C1F8ED877F1BF24E41,,,,,,No,N/A,16,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Medium",34.203195769978,,-118.13503097463,,,,,,,,,,1,,,,,1000000049.jpg_pg_689a315d1a597.jpg,,,,60819,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,"Saucer Magnolia",,,,2,,,,8/11/2025,8/11/2025,,1.27,0-3in,0.9,0.9,,,,,,,,,,0101000020110F00002C0BD2AC411569C1CC5426EC1CF24E41,,,,,,No,N/A,2,,,,,,,,,,10/9/2025,Marian,,"Magnolia soulangeana",34.203216933558,,-118.13504811176,,,,,,,,,,1,,,,,1000000048.jpg_pg_689a30ff3d04f.jpg,,,,60818,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002A3F07AA411569C15C4549FA1CF24E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.203217754082,,-118.13504732793,,,,,,,,,,1,,,,,,,,,60817,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002A3F07AA411569C15C4549FA1CF24E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.203217754082,,-118.13504732793,,,,,,,,,,1,,,,,,,,,60816,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F000086348E80411569C1ECF0DB261CF24E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.203205482214,,-118.13503568554,,,,,,,,,,1,,,,,,,,,60814,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,,,,,,,,,8/11/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C152269B411569C1261D4EB41CF24E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.203213692168,,-118.13504315116,,,,,,,,,,1,,,,,,,,,60812,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,ACPA,"Japanese Maple",,,,3.6,,,,8/11/2025,8/11/2025,,2.98,0-3in,2.9,0.7,,,,,,,Sapindaceae,,,0101000020110F000034BA4875411569C1AE7F46C91CF24E41,,,,,,Yes,N/A,1,,,,,,,,,,10/9/2025,Marian,,"Acer palmatum",34.203214909345,,-118.13503252139,,,,,,,,,,1,,,,,1000000047.jpg_pg_689a30b9c2601.jpg,,,,60811,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PEL OTHER","*Palm Evergreen Large",,,,13.6,,,,8/11/2025,8/11/2025,,12,12-18in,,,,,,,,,,,Palm,0101000020110F000061E76F42411569C17DA3C3711CF24E41,,,,,,No,N/A,25,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Large",34.203209829931,,-118.13501824745,,,,,,,,,,1,,,,,,,,,60810,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PES OTHER","*Palm Evergreen Small",,,,10.8,,,,8/11/2025,,,10.81,6-12in,6.6,2.5,4.4,3.9,5.7,,,,,,Palm,0101000020110F00008B16E555411569C17E796DA71DF24E41,,,,,,No,N/A,7,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Small",34.203227803734,,-118.1350237097,,,,,,,,,,1,,,,,1000000045.jpg_pg_689a2fb05112b.jpg,,,,60809,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PEM OTHER","*Palm Evergreen Medium",,,,10,,,,8/11/2025,,,8.1,6-12in,,,,,,,,,,,Palm,0101000020110F0000BD931603411569C14FAC8D931BF24E41,,,,,,No,N/A,12,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Medium",34.203196932141,,-118.13500046391,,,,,,,,,,1,,,,,1000000044.jpg_pg_689a2ed895c91.jpg,,,,60808,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,,,,,,4,,,,8/11/2025,,,0.4,0-3in,,,,,,,,,,,,0101000020110F000080614C7F411569C146F7F4BC1BF24E41,,,,,,No,N/A,0.5,,,,,,,,,,10/9/2025,Marian,,,34.203199335325,,-118.13503533263,,,,,,,,,,1,,,,,,,,,60807,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"421 Alta Pine Drive",421,"Alta Pine Drive",,No,,Altadena,"PEL OTHER","*Palm Evergreen Large",,,,14.1,,,,8/11/2025,,,10.8,6-12in,,,,,,,,,,,Palm,0101000020110F00005D180169411569C13F20EA741AF24E41,,,,,,No,N/A,25,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Large",34.203180294748,,-118.13502907416,,,,,,,,,,1,,,,,,,,,60806,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,ALRH,"White Alder",,,,6.5,,,,8/11/2025,,,8.5,6-12in,8.5,,,,,,,,Betulaceae,,Alnus,0101000020110F00009607A7F0411569C1560AA75C15F24E41,,,,,,Yes,N/A,6,,,,,,,,,,10/9/2025,Marian,,"Alnus rhombifolia",34.203104591361,,-118.13506715379,,,,,,,,,,1,,,,,,,,,60805,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,LILU,"Broad-leaf privet",,,,,,,,8/11/2025,,,1.6,0-3in,,,,,,,,,Oleaceae,,,0101000020110F0000DD9AC257431569C1AF57F21A11F24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Ligustrum lucidum",34.203041341425,,-118.13516796378,,,,,,,,,,1,,,,,,,,,60804,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,LILU,"Broad-leaf privet",,,,3.1,,,,8/11/2025,,,3.5,3-6in,,,,,,,,,Oleaceae,,,0101000020110F000073EC3405431569C1EAB1180212F24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Ligustrum lucidum",34.203054758087,,-118.13514478908,,,,,,,,,,1,,,,,,,,,60803,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"424 Alta Pine Drive",424,"Alta Pine Drive",,No,,Altadena,LILU,"Broad-leaf privet",,,,1.2,,,,8/11/2025,,,1.8,0-3in,,,,,,,,,Oleaceae,,,0101000020110F000023D44A89431569C11C9D6F0A11F24E41,,,,,,Yes,N/A,0.5,,,,,,,,,,10/9/2025,Marian,,"Ligustrum lucidum",34.203040383094,,-118.13518186861,,,,,,,,,,1,,,,,1000000043.jpg_pg_689a2c2957926.jpg,,,,60801,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
