"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007FDBF32EA21569C1D69E55259EF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208940779319,,-118.14198370428,,,,,,,,,,1,,,,,,,,,65147,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000934F8DCC9D1569C1B9683D61BCF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20938999517,,-118.14166862003,,,,,,,,,,1,,,,,,,,,65146,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F72DF17F9D1569C1E893A954A3F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209017816187,,-118.14164711384,,,,,,,,,,1,,,,,,,,,65145,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009F4584B0A01569C1F2EFDEC2BAF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209365945694,,-118.14187634553,,,,,,,,,,1,,,,,,,,,65143,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001146DD0DA41569C1EF2E0873C3F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209495033226,,-118.14211814609,,,,,,,,,,1,,,,,,,,,65142,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000057648406A61569C1E20AAF36BCF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209387525265,,-118.142259814,,,,,,,,,,1,,,,,,,,,65141,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B2DA68A5A31569C1EFB62BA4B9F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209349305965,,-118.14208882318,,,,,,,,,,1,,,,,,,,,65140,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00006C28B4D49C1569C15124480FADF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209162369208,,-118.1415990432,,,,,,,,,,1,,,,,,,,,65139,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BF8B95ACA11569C1AD49D571ADF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209168089023,,-118.1419471068,,,,,,,,,,1,,,,,,,,,65138,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000AD7287F6A21569C1D165BFFD97F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208849333649,,-118.14203973011,,,,,,,,,,1,,,,,,,,,65137,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00004568D047981569C11B7462E870F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208268628876,,-118.14127203127,,,,,,,,,,1,,,,,,,,,65136,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F8FFBC6FA31569C11856914383F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208541366911,,-118.14207375638,,,,,,,,,,1,,,,,,,,,65135,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BDAFD028961569C1FCDFCE7070F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208261688711,,-118.1411195987,,,,,,,,,,1,,,,,,,,,65134,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BDAFD028961569C1FCDFCE7070F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208261688711,,-118.1411195987,,,,,,,,,,1,,,,,,,,,65133,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000D7053EB3961569C1857AE42F7EF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208465934556,,-118.14115845844,,,,,,,,,,1,,,,,,,,,65132,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F0E4D534991569C15CE398807FF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208485476698,,-118.14133856876,,,,,,,,,,1,,,,,,,,,65131,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009B5E3E389A1569C19C576AC37EF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208474496698,,-118.14141139072,,,,,,,,,,1,,,,,,,,,65130,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C8324995A41569C1E6833FADA1F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208993241626,,-118.14215616211,,,,,,,,,,1,,,,,,,,,65129,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001B19BD39951569C147F19C4F7EF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208467775598,,-118.1410524843,,,,,,,,,,1,,,,,,,,,65128,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007E5F91EE961569C1B66BF613B8F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209326078357,,-118.14117511253,,,,,,,,,,1,,,,,,,,,65127,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001966CBDCA71569C1454D14949BF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208902632821,,-118.14239183192,,,,,,,,,,1,,,,,,,,,65126,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E26A0EC1971569C1DFC782D7B0F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209218564173,,-118.14123420159,,,,,,,,,,1,,,,,,,,,65125,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000D83E7AD5A31569C1E99021DC75F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208342208283,,-118.14210231698,,,,,,,,,,1,,,,,,,,,65124,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B39A5087981569C1F368292CA8F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209089755502,,-118.14128985743,,,,,,,,,,1,,,,,,,,,65123,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000DE6893AEA71569C1A39383F978F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208388487972,,-118.14237885724,,,,,,,,,,1,,,,,,,,,65122,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002F0B6CFC961569C1E1E26CFEA3F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209027669063,,-118.14117900172,,,,,,,,,,1,,,,,,,,,65121,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001117B7F9971569C12A515D6C9CF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208915185823,,-118.14125010707,,,,,,,,,,1,,,,,,,,,65120,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000090D1B754AB1569C19E5D2DA78FF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208725444903,,-118.14264109294,,,,,,,,,,1,,,,,,,,,65119,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00003ECA1C9C991569C13C6BDFD39BF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208906335335,,-118.14136756103,,,,,,,,,,1,,,,,,,,,65118,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3962 Alzada Road",3962,"Alzada Road",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00003452F1A5AC1569C1AAAB19117EF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208464147393,,-118.14273575983,,,,,,,,,,1,,,,,,,,,65117,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00006AD5234C991569C1448B4210A2F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208998988179,,-118.14134511087,,,,,,,,,,1,,,,,,,,,65116,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005BE3A6BCA11569C15DE5DEC051F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207805732364,,-118.1419516174,,,,,,,,,,1,,,,,,,,,65115,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002210132B991569C180CFEC8A64F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208084906827,,-118.1413358286,,,,,,,,,,1,,,,,,,,,65114,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000553FA53F9E1569C10A109F0868F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208136776655,,-118.14170092949,,,,,,,,,,1,,,,,,,,,65113,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3696 North Fair Oaks Avenue",3696,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000EA5B3CC09B1569C1EC97453058F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207901347258,,-118.14152143214,,,,,,,,,,1,,,,,,,,,65112,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00004EBD03C5A41569C16C20C11E65F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208093486795,,-118.14216956067,,,,,,,,,,1,,,,,,,,,65111,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000058D272CDAA1569C1948820C868F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20814789158,,-118.14260311961,,,,,,,,,,1,,,,,,,,,65110,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000019398CEAA81569C14C017AC662F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208058646861,,-118.142467558,,,,,,,,,,1,,,,,,,,,65109,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C74440169E1569C1D35501E250F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20779279728,,-118.14168930909,,,,,,,,,,1,,,,,,,,,65108,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000AFE9D25D9A1569C1D164E53243F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207589477008,,-118.14142194038,,,,,,,,,,1,,,,,,,,,65107,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F3D028389F1569C1B7D7CA7844F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207608392032,,-118.1417706932,,,,,,,,,,1,,,,,,,,,65106,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C7CC9B40A21569C129BDD0B949F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207686457139,,-118.14198866074,,,,,,,,,,1,,,,,,,,,65105,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00006BC17A06991569C14D282FF187F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20861087578,,-118.14132555554,,,,,,,,,,1,,,,,,,,,65104,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3815 El Sereno Avenue",3815,"El Sereno Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001CEB73B7A71569C1758C85F838F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207437506373,,-118.14238134922,,,,,,,,,,1,,,,,,,,,65103,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A0C5509A941569C1C6F1C49A89F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.208635576444,,-118.14100773047,,,,,,,,,,1,,,,,,,,,65102,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000028204378931569C161D0C47592F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.2087671514,,-118.14092630568,,,,,,,,,,1,,,,,,,,,65101,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000D0958FE2921569C1C0505E28A7F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209074677359,,-118.140884281,,,,,,,,,,1,,,,,,,,,65100,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3840 North Fair Oaks Avenue",3840,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000608BE183941569C17DFE7DE8DAF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209843581643,,-118.14100143258,,,,,,,,,,1,,,,,,,,,65099,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3840 North Fair Oaks Avenue",3840,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A73B0148941569C1878067D5C3F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209500742629,,-118.14098462392,,,,,,,,,,1,,,,,,,,,65098,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3815 El Sereno Avenue",3815,"El Sereno Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BB920A82A71569C146ECF77443F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20759331185,,-118.14236635536,,,,,,,,,,1,,,,,,,,,65097,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3840 North Fair Oaks Avenue",3840,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000049781068F1569C1805A5CD4DCF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209872128937,,-118.1406069108,,,,,,,,,,1,,,,,,,,,65096,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3815 El Sereno Avenue",3815,"El Sereno Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00008EA47FE5A71569C198EF10894FF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207772777057,,-118.14239427536,,,,,,,,,,1,,,,,,,,,65095,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3840 North Fair Oaks Avenue",3840,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007E826388911569C12BB6B6F2DBF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209859032732,,-118.14078710232,,,,,,,,,,1,,,,,,,,,65094,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3807 El Sereno Avenue",3807,"El Sereno Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F000038F920C7A91569C10803499D43F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207595651835,,-118.14252948029,,,,,,,,,,1,,,,,,,,,65093,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3840 North Fair Oaks Avenue",3840,"North Fair Oaks Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000690215A48B1569C1279416FFD2F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.209726030222,,-118.14036368516,,,,,,,,,,1,,,,,,,,,65092,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3815 El Sereno Avenue",3815,"El Sereno Avenue",,No,,Altadena,,,,,,,,,,9/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B6608F96AB1569C1226B8ED934F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.207376276033,,-118.14265957635,,,,,,,,,,1,,,,,,,,,65091,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
